path,annotation
/mnt/d/IMDA_TIL/audio_part3/3181-1151.wav,NINE RECTANGLE IS WHITE WHY WHAT COLOR
/mnt/d/IMDA_TIL/audio_part3/3181-1154.wav,UH ONE IS ON THE TOP RECTANGLE SHAPE
/mnt/d/IMDA_TIL/audio_part3/3181-1156.wav,TOP AH THEY ARE TWO RECTANGLE BUT IS IS LIKE A
/mnt/d/IMDA_TIL/audio_part3/3181-117.wav,WITH RED FLOWER AT LEAST GOT FIVE RED FLOWER OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1175.wav,HE HAS A PAIR OF BLACK SHOE COVERED ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1178.wav,ALL COVERED TO THE UH COVER THE HAND ONE THE BLOUSE
/mnt/d/IMDA_TIL/audio_part3/3181-1189.wav,THERE ARE TWO BIRDS WHITE COLOUR
/mnt/d/IMDA_TIL/audio_part3/3181-1190.wav,WHITE COLOUR ONE IS FLYING IN A MISS FLYING TOWARDS THE OLD MAN
/mnt/d/IMDA_TIL/audio_part3/3181-1194.wav,OKAY AND THE BIRD AH THE ONE THAT FLYING OFF AH
/mnt/d/IMDA_TIL/audio_part3/3181-1195.wav,UH LET ME SEE IT HAS TWO THE BIRD HAS TWO LEG
/mnt/d/IMDA_TIL/audio_part3/3181-1200.wav,UM ANYTHING ELSE ONE TWO THREE FOUR FIVE SIX SEVEN EIGHT NINE TEN ELEVEN TWELVE
/mnt/d/IMDA_TIL/audio_part3/3181-1201.wav,ONE TWO THREE ORH THIS ONE ONE ONE TWO
/mnt/d/IMDA_TIL/audio_part3/3181-1202.wav,ONE TWO THREE FOUR FIVE SIX SEVEN EIGHT NINE TEN
/mnt/d/IMDA_TIL/audio_part3/3181-1203.wav,SO THIS ONE IS CONSIDERED AS ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1204.wav,OKAY ONE TWO THREE FOUR FIVE SIX SIX
/mnt/d/IMDA_TIL/audio_part3/3181-1205.wav,SO NOW AH LETS DO THE NEXT ONE IS THE CARD GAME
/mnt/d/IMDA_TIL/audio_part3/3181-1221.wav,FAVOURITE FOOD MOST LIKE ONE IS SINGAPORE FOOD
/mnt/d/IMDA_TIL/audio_part3/3181-1224.wav,TOMYUM SOUP UH MY FAVOURITE AH VERY SPICY ONE I LIKE AH SECOND THING I LIKE JAPANESE FOOD THE RAMEN WAH VERY DELICIOUS
/mnt/d/IMDA_TIL/audio_part3/3181-123.wav,THERE IS THIS BOARD CALL BEACHCOMBING ELEVEN AM IS A SIGN BOARD
/mnt/d/IMDA_TIL/audio_part3/3181-1237.wav,TWO OKAY YOU ASK OH NOW YOUR TURN TO ASK SORRY I FORGOT
/mnt/d/IMDA_TIL/audio_part3/3181-1238.wav,TWO TO TANGO WHY ARE YOU LOOKING FOR A PARTNER
/mnt/d/IMDA_TIL/audio_part3/3181-1239.wav,WHY ARE YOU LOOKING FOR A TWO TO TANGO SO THE THE KEYWORD IS TWO TO TANGO
/mnt/d/IMDA_TIL/audio_part3/3181-124.wav,OH OKAY THATS ONE OF THE DIFFERENT
/mnt/d/IMDA_TIL/audio_part3/3181-1243.wav,YA LAH BECAUSE SOMETIMES SO LONELY AT HOME AH FACING THE FOUR WALL RIGHT
/mnt/d/IMDA_TIL/audio_part3/3181-1245.wav,AND THEN CAN HELP ONE ANOTHER TO WASH THE DISHES
/mnt/d/IMDA_TIL/audio_part3/3181-1249.wav,AH AH OKAY TROUBLE LAH OKAY TWO TO TANGO LAH
/mnt/d/IMDA_TIL/audio_part3/3181-1250.wav,NOT NOT SCARY TO TRAVEL ALONE LAH HOR
/mnt/d/IMDA_TIL/audio_part3/3181-1251.wav,ANOTHER ONE AH MYSTERY GUEST
/mnt/d/IMDA_TIL/audio_part3/3181-1253.wav,ANYONE AT ALL
/mnt/d/IMDA_TIL/audio_part3/3181-1257.wav,MY LITTLE NIECE AH WAH VERY CUTE ONE ADORABLE
/mnt/d/IMDA_TIL/audio_part3/3181-1260.wav,PPL I ASK HER HAVE YOU EATEN SHE WILL SAID HAVE YOU EATEN
/mnt/d/IMDA_TIL/audio_part3/3181-1262.wav,I DONT MIND TO TO TALK ONE HOUR TO HER OR EVEN LONGER
/mnt/d/IMDA_TIL/audio_part3/3181-1263.wav,IF YOURE GIVEN ONE HOUR TO TALK TO SOMEONE
/mnt/d/IMDA_TIL/audio_part3/3181-1264.wav,CAN TALK TO FRIEND OVER THE PHONE FOR ONE HOUR LAH HOR FOR WOMAN AH YA LAH
/mnt/d/IMDA_TIL/audio_part3/3181-1265.wav,YA LAH THIS MORNING AH GOT ONE FRIEND AH AIYA I
/mnt/d/IMDA_TIL/audio_part3/3181-1266.wav,SOME I HATE HER SO MUCH AH WHEN SHE TALK AH SHE CAN TALK FOR HOUR ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1267.wav,YA LAH THEN AFTER SHE TALKED FOR ONE HOUR MORE THAN THAT AH
/mnt/d/IMDA_TIL/audio_part3/3181-1268.wav,THEN SHE DONT MIND TO PAY THE HANDPHONE BILL SHE WAS ALWAYS THE HANDPHONE TO CALL ME BECAUSE SHE DONT HAVE A HOUSE PHONE
/mnt/d/IMDA_TIL/audio_part3/3181-1269.wav,AND THEN SHE WILL TALK NONSENSE SOMETIMES SHE REPEATS ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1276.wav,BECAUSE YOU ARE THE ONE WHO ASKED ONE THATS MEAN YOU KNOW HOW TO ANSWER PPL
/mnt/d/IMDA_TIL/audio_part3/3181-1277.wav,OH MEAN THATS MEAN TOP THREE AH YOU MUST TRAVEL THE WORLD BEFORE OKAY BEFORE YOU
/mnt/d/IMDA_TIL/audio_part3/3181-1280.wav,UH HAINANESE ONE AH MUST BE HAINANESE IS IT
/mnt/d/IMDA_TIL/audio_part3/3181-1281.wav,SURE HAVE MORE THAN THREE ONE AH ACTUALLY
/mnt/d/IMDA_TIL/audio_part3/3181-1282.wav,FOR ME I GOT HUNDREDS OF THEM PPL BUT YOU CAN ONLY TELL
/mnt/d/IMDA_TIL/audio_part3/3181-1283.wav,YA YOU CAN ONLY SAY THREE
/mnt/d/IMDA_TIL/audio_part3/3181-1284.wav,SO WHAT ARE THE THREE YOU ALREADY SAID OF FIRST ONE TRAVEL THE WORLD
/mnt/d/IMDA_TIL/audio_part3/3181-1287.wav,OKAY FOR ME UH OKAY THREE BUCKETS AH
/mnt/d/IMDA_TIL/audio_part3/3181-1288.wav,OKAY THREE AH OKAY I LIKE TO EAT
/mnt/d/IMDA_TIL/audio_part3/3181-1289.wav,I LIKE SPICY FOOD SO OF COURSE THE TOP ONE IS THE CURRY LAH HUH
/mnt/d/IMDA_TIL/audio_part3/3181-1290.wav,OF COURSE I LOVE TO TRAVEL THE WORLD IF I I HAVE ENOUGH MONEY
/mnt/d/IMDA_TIL/audio_part3/3181-1293.wav,DONT NEED TO WORRY ABOUT MONEY WHEN I
/mnt/d/IMDA_TIL/audio_part3/3181-1298.wav,PPO I HOPE TO LIVE UNTIL HUNDRED YEARS OLD AH THATS MY NUMBER BUCKET LIST OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1318.wav,SIMPLE ONE PPL
/mnt/d/IMDA_TIL/audio_part3/3181-132.wav,SHE SITTING ON MINE IS SITTING LOR SO THATS ONE MAJOR DIFFERENCE AH HOR
/mnt/d/IMDA_TIL/audio_part3/3181-1334.wav,PROCRASTINATE IS MEANS YOU DELAY DOING SOMETHING THATS MEAN LIKE AIAY ACTUALLY UH I WANT TO TOMORROW GO AND TO FOR A RUN AT SIX AM
/mnt/d/IMDA_TIL/audio_part3/3181-1335.wav,RING AT FIVE AM I PRESS IT DOWN I GO BACK TO SLEEP AGAIN
/mnt/d/IMDA_TIL/audio_part3/3181-1336.wav,FIVE THIRTY AGAIN PRESS IT DOWN
/mnt/d/IMDA_TIL/audio_part3/3181-1337.wav,SIX OCLOCK AND YOU PRESS IT DOWN UNTIL EIGHT OCLOCK I STILL IN MY BED THAT IS CALLED PROCRASTINATING
/mnt/d/IMDA_TIL/audio_part3/3181-1349.wav,TEN MILLION DOLLARS TOMORROW LEH YOU ARE USED YOU
/mnt/d/IMDA_TIL/audio_part3/3181-1350.wav,WHAT WOULD YOU DO IF YOU WON TEN MILLION DOLLARS TOMORROW
/mnt/d/IMDA_TIL/audio_part3/3181-1351.wav,WITH THE TEN MILLION DOLLARS WAH CAN DO MANY THINGS
/mnt/d/IMDA_TIL/audio_part3/3181-1352.wav,NUMBER ONE PRIORITY PPL SINCE YOU HAVE TEN MILLION DOLLARS
/mnt/d/IMDA_TIL/audio_part3/3181-1353.wav,FIRST ARE GO AND BUY A BUNGALOW LOR TEN MILLION CAN BUY A BUNGALOW THE BUNGALOW AH
/mnt/d/IMDA_TIL/audio_part3/3181-1354.wav,MAYBE A BUNGALOW OR TERRACE HOUSE LAH MAYBE COSTS TWO MILLION AH
/mnt/d/IMDA_TIL/audio_part3/3181-1355.wav,TEN MILLION I GOT TWO MILLION OKAY WHAT STILL GOT EIGHT MILLION EH
/mnt/d/IMDA_TIL/audio_part3/3181-1356.wav,EIGHT MILLION AH WAH CAN UH
/mnt/d/IMDA_TIL/audio_part3/3181-1357.wav,RENOVATE THE HOUSE LOR UNTIL VERY NICE LOR ANOTHER ONE MILLION THREE MILLION GONE LEFT SEVEN MILLION
/mnt/d/IMDA_TIL/audio_part3/3181-1358.wav,SEVEN MILLION PUT IN THE BANK LOR SLOWLY THINK WHAT TO DO LOH LIKE YOU SAY TEN
/mnt/d/IMDA_TIL/audio_part3/3181-1359.wav,TEN ITEM WHAT I NEED TO DO AH SUDDENLY GOT TEN MILLION ALSO DONT KNOW WHAT TO DO AH PPL
/mnt/d/IMDA_TIL/audio_part3/3181-136.wav,THEN MY SEESAW HOR ON THE UPPER ONE THATS MEAN THE ONE RAISING ON THE TOP ONE HUH GOT ONE WHITE WHITE LIKE WHITE BALLOON I THINK
/mnt/d/IMDA_TIL/audio_part3/3181-1360.wav,UH BUY ONE BUILDING AH TEN MILLION CAN OR NOT AH IN SINGAPORE
/mnt/d/IMDA_TIL/audio_part3/3181-1361.wav,I KNOW MALAYSIA MAYBE CAN AH ONE WHOLE BUILDING DONT KNOW LEH
/mnt/d/IMDA_TIL/audio_part3/3181-1362.wav,WE NEVER I NEVER OWN A A PPL SUCH A ONE BUILDING BEFORE
/mnt/d/IMDA_TIL/audio_part3/3181-1378.wav,PEOPLE AH ALWAYS FACE ONE RIGHT UH WHEN THE BOSS COME NEAR AIYO HATE THE BOSS
/mnt/d/IMDA_TIL/audio_part3/3181-1386.wav,TRUSTWORTHY AH OKAY PPL OKAY GOOD
/mnt/d/IMDA_TIL/audio_part3/3181-1388.wav,GO TOILET RIGHT I LEAVE THE BAG WITH MY FRIEND I THINK SHES TRUSTWORTHY THEN SHE WONT DIG MY BAG AH TAKE MY MONEY WHATEVER LAH HA TRUSTWORTHY AH
/mnt/d/IMDA_TIL/audio_part3/3181-1391.wav,THEN ONE DAY THEY WENT OUT AND THEN THE OTHER GIRL SHE HAS A BAG OF SOMETHING LAH A LOT OF THING DONT KNOW WHAT IS IT
/mnt/d/IMDA_TIL/audio_part3/3181-1395.wav,SHE WAS GIVEN DONT KNOW THIS LADY DONT KNOW HOW ALSO I KNOW TWO OF THEM
/mnt/d/IMDA_TIL/audio_part3/3181-1396.wav,SHE DONT KNOW GO WHERE AND TAKE AH TEN PACKET OF UH ANGBAO
/mnt/d/IMDA_TIL/audio_part3/3181-1398.wav,COUNT I TOOK TEN FROM THIS UH FROM DONT KNOW WHERE HOW COME SHORTAGE AH YOU KNOW THATS SHE KNOW WHAT
/mnt/d/IMDA_TIL/audio_part3/3181-1402.wav,PACKET UH SHE TOOK A THREE PACKET OF A RED PACKET
/mnt/d/IMDA_TIL/audio_part3/3181-141.wav,THE ONE UH ON THE ON THE RIGHT HAND SIDE GOT ONE WHITE COLOUR BALL
/mnt/d/IMDA_TIL/audio_part3/3181-1417.wav,CALCULATED RISK WHAT IS THE CRAZIEST THING YOU HAVE EVER DONE
/mnt/d/IMDA_TIL/audio_part3/3181-1418.wav,WHAT IS THE CRAZIEST THING YOU HAVE EVER DONE
/mnt/d/IMDA_TIL/audio_part3/3181-1419.wav,CRAZIEST THING LOR CRAZY THING YOU HAVE EVER DONE LOR
/mnt/d/IMDA_TIL/audio_part3/3181-1420.wav,JUMPING DOWN FROM UH THAT ONE CALL WHAT AH
/mnt/d/IMDA_TIL/audio_part3/3181-1421.wav,NEVER DO ONE PPL YA LAH THAT TO TO ME WILL BE CRAZY LOR
/mnt/d/IMDA_TIL/audio_part3/3181-1422.wav,AH FORTY TWO HOR
/mnt/d/IMDA_TIL/audio_part3/3181-1424.wav,TEN IS ALREADY KILLING ME TWENTY ONE EVEN TOUGHER AH PPL
/mnt/d/IMDA_TIL/audio_part3/3181-1427.wav,THE CR OKAY YOU TELL ME YOURS IS ALREADY RIGHT IS THE FORTY TWO HOR FOR ME CRAZIER THING WILL BE I DO A BUNGEE JUMP LOH
/mnt/d/IMDA_TIL/audio_part3/3181-1428.wav,EH WHAT IS THE CRAZ YOU HAVE EVER DONE OR EVER DONE AH THAT MEAN THAT SOMETHING THAT I DID BEFORE NO
/mnt/d/IMDA_TIL/audio_part3/3181-143.wav,AH ONE ONE WHITE BALL HAVE OR NOT
/mnt/d/IMDA_TIL/audio_part3/3181-1436.wav,HEIGHT AH AH AH NOW I DONT THINK SO I WANNA DO ANYMORE AIYO THIS TYPE AH SCARY ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1442.wav,AIRPLANE WAS TICKET ALREADY COST HOW MANY THOUSAND PLUS I SAY OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1445.wav,SIX SIX EIGHT SIX EIGHT EIGHT SORRY SIX HUNDRED AND EIGHTY EIGHT OKAY LO WITHIN OUT BUDGET LOH
/mnt/d/IMDA_TIL/audio_part3/3181-1446.wav,THEN KOREA IS UH KOREA HAS FOUR SEASON
/mnt/d/IMDA_TIL/audio_part3/3181-1447.wav,THAT ONE IS THE PLACE THAT WE WENT AND WE NEVER REGRET LOH
/mnt/d/IMDA_TIL/audio_part3/3181-1448.wav,SIX HUNDRED EIGHTY EIGHT GOOD LOH NOW I THINK CANNOT THIS PRICE ALREADY
/mnt/d/IMDA_TIL/audio_part3/3181-1451.wav,SOMETHING THAT WE DONT HAVE LOH FOUR SEASON
/mnt/d/IMDA_TIL/audio_part3/3181-1454.wav,OKAY THIS ONE HOW DO YOU WANT TO BE REMEMBERED
/mnt/d/IMDA_TIL/audio_part3/3181-1455.wav,I WANT TO BE REMEMBERED AS SOMEONE WHO IS FRIENDLY WHOS LOVABLE
/mnt/d/IMDA_TIL/audio_part3/3181-1458.wav,UH SO IF YOU UH AND COME ACROSS SOMEONE WHO IS
/mnt/d/IMDA_TIL/audio_part3/3181-1475.wav,NOW BECAUSE UH MY WEIGHT IS PPL ON THE HIGH SIDE I I TRY TO CUT DOWN
/mnt/d/IMDA_TIL/audio_part3/3181-1477.wav,HOW TO THEN WHAT YOU DO WHEN YOU ALONE
/mnt/d/IMDA_TIL/audio_part3/3181-148.wav,THAT IS ONE OKAY THEN NEXT TO THEM THATS ONE TABLE WITH A YOUNG COUPLE
/mnt/d/IMDA_TIL/audio_part3/3181-1482.wav,WHAT IS THE ONE THING YOU WOULD HAVE DONE DIFFERENTLY
/mnt/d/IMDA_TIL/audio_part3/3181-1486.wav,HUH IM SURE SOMETIMES YOU SAID AIYA THAT TIME I SHOULD HAVE DONE THAT AH
/mnt/d/IMDA_TIL/audio_part3/3181-1495.wav,THEN I HAVE TO LISTEN TO THE PERSON UP THERE
/mnt/d/IMDA_TIL/audio_part3/3181-1497.wav,PEOPLE LOOK UPON ME OH THIS ONE IS HIGHLY EDUCATED MM
/mnt/d/IMDA_TIL/audio_part3/3181-1504.wav,SOMETHING THAT YOU WISH TO HAVE AH THAT YOU COULD HAVE DONE THAT AH YEARS AGO LAH
/mnt/d/IMDA_TIL/audio_part3/3181-151.wav,OKAY THEN ON THIS TABLE HA THERE IS ONE BOTTLE OF WINE AND TWO GLASSES YES AND THE GLASSES GOT THE WINE POURED HALF ALREADY
/mnt/d/IMDA_TIL/audio_part3/3181-1522.wav,THERES ONE DAY MY MY MY FRIEND
/mnt/d/IMDA_TIL/audio_part3/3181-1526.wav,UH UH GO AND BUY FOOD LAH ALWAYS NEVER EAT ONE THEN I SAY OKAY EVERYTIME I GIVE HER
/mnt/d/IMDA_TIL/audio_part3/3181-1534.wav,I WAS IN PRIMARY SIX AH THEN MY MY FRIEND OH EVERYBODY START TO HAVE A NAME
/mnt/d/IMDA_TIL/audio_part3/3181-1537.wav,HER NAME IS SHIRLEYTEMPLE SHE SO CUTE GOT TWO DIMPLE SO I DONT KNOW WHETHER SHE YOU KNOW HER
/mnt/d/IMDA_TIL/audio_part3/3181-1538.wav,SHES A SMALL LITTLE KID ACTING IN ONE MOVIE I FORGOT THE MOVIE NAME
/mnt/d/IMDA_TIL/audio_part3/3181-1548.wav,THE MOST ONE AH I CANNOT NAME THE MOST AH BUT
/mnt/d/IMDA_TIL/audio_part3/3181-1553.wav,BETTER STILL HE STILL MARRIED AND NOW HAVE A TWO BABY ALREADY TWO CHILD
/mnt/d/IMDA_TIL/audio_part3/3181-1554.wav,ONE BOY THE FIRST ONE IS A BOY THEN WAH NORMAL
/mnt/d/IMDA_TIL/audio_part3/3181-1575.wav,AND OF COURSE WITH YOUR LOVE ONE THAT IS A COMPLETE HOUSE
/mnt/d/IMDA_TIL/audio_part3/3181-1579.wav,OKAY THATS ONE DAY OKAY THAT ONE IS AFTER I GRADUATED I START A NEW JOB RIGHT
/mnt/d/IMDA_TIL/audio_part3/3181-1591.wav,FIRST YOU COME IN AND WORK AT THIS RATE AFTER THREE MONTH HE CONFIRM HE WILL GIVE ME A RAISE
/mnt/d/IMDA_TIL/audio_part3/3181-1593.wav,THEN AFTER I WORK AH ONE DAY AH
/mnt/d/IMDA_TIL/audio_part3/3181-1607.wav,SO YOUNG AND DONT KNOW UH ALL ANYTHING ABOUT THIS ONE OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1618.wav,NAME AH ONE OF YOUR CLOSEST FRIEND HOW IS HE OR SHE
/mnt/d/IMDA_TIL/audio_part3/3181-1624.wav,NO LAH WE DONT COOK TOGETHER ONE LAH
/mnt/d/IMDA_TIL/audio_part3/3181-1633.wav,THIS BEST MEAL MUST BE MOST MEMORABLE ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1636.wav,FISH OH SONG FISH OH YA YA YOU LIKE THAT ONE AH OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1638.wav,OH YOU SHARE WITH SHARE ONE HA OH IS SMALL LAH SMALL FISH HEAD AH
/mnt/d/IMDA_TIL/audio_part3/3181-1639.wav,OH BIG FISH TWELVE DOLLARS EH QUITE CHEAP HOR
/mnt/d/IMDA_TIL/audio_part3/3181-1640.wav,FOR ME AH THE BEST ONE AH I GOT SO MANY BEST EH BUT THE BEST AH
/mnt/d/IMDA_TIL/audio_part3/3181-1646.wav,I LIKE ALL THE HEAVY TASTE ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1660.wav,WE WENT FOR GUIDED TOUR MAH IS SIX HUNDRED EIGHTY EIGHT SO CHEAP AH
/mnt/d/IMDA_TIL/audio_part3/3181-1663.wav,THEY EAT RAW OCTOPUS YOU KNOW WITH A LOT OF LEGS ONE OCTOPUS AH
/mnt/d/IMDA_TIL/audio_part3/3181-1664.wav,ONE NIGHT AH UH THE THE TOUR GUIDE BROUGHT US TO A RESTAURANT SIT DOWN ON THE FLOOR ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1665.wav,THEN UH THEY SAY IS ALL RAW ONE THAT NIGHT
/mnt/d/IMDA_TIL/audio_part3/3181-1671.wav,PERSONAL ONE I ALONE HOTPOT AH
/mnt/d/IMDA_TIL/audio_part3/3181-1674.wav,TWIST THE TENTACLE IS IT THEY CALL IT TENTACLE
/mnt/d/IMDA_TIL/audio_part3/3181-1675.wav,WAH THE TENTACLE CAN MOVE ABOUT LEH YOU MUST EAT VERY QUICKLY BECAUSE OTHERWISE
/mnt/d/IMDA_TIL/audio_part3/3181-1677.wav,BECAUSE THE TENTACLE IS LIKE YOU ARE FIGHTING YOU ARE LIKE FACING A WAR WITH THE TENTACLE
/mnt/d/IMDA_TIL/audio_part3/3181-1678.wav,EITHER YOU BITE THE TENTACLE OR THE TENTACLE BITE YOU STICK INTO THE WALL WHICH COULD BE DANGEROUS LOH
/mnt/d/IMDA_TIL/audio_part3/3181-1690.wav,UH ABALONE AND FRESH AH FRESH URCHIN ALSO YA
/mnt/d/IMDA_TIL/audio_part3/3181-1691.wav,BUT IS ALL FRESH LOH I I SAW ON A THOSE DOCUMENTARY SHOW LOH WAH KOREA WAH ALL FRESH ONE LEH
/mnt/d/IMDA_TIL/audio_part3/3181-1697.wav,I I EVER PAY FOR BUFFET HOR COST I THINK FIFTY OR SIXTY DOLLAR
/mnt/d/IMDA_TIL/audio_part3/3181-1710.wav,ACTUALLY SOMETIMES FOOD AH CANNOT PLAN ONE ONLY ON THE TIME COME I SAY OH TODAY
/mnt/d/IMDA_TIL/audio_part3/3181-1712.wav,OH THIS ONE LOOK GOOD AH OKAY I PASS BY OKAY LAH THEN I TRY OUT LAH
/mnt/d/IMDA_TIL/audio_part3/3181-1723.wav,ANYTHING THAT YOU YOU COME ACROSS THAT IS VERY FAMOUS ONE ACROSS UH NEAR
/mnt/d/IMDA_TIL/audio_part3/3181-1735.wav,UNLESS THAT ONE AH IS SUPER VALUE FOR MONEY LIKE INSTEAD OF NINETY CENT THEY SELL FOR MAYBE FIFTY CENT AH I DONT MIND TO QUEUE UP PPL
/mnt/d/IMDA_TIL/audio_part3/3181-1741.wav,UH WAH THAT ONE I TELL YOU LUNCH TIME ALSO SUPER LONG QUEUE
/mnt/d/IMDA_TIL/audio_part3/3181-1744.wav,THAT ONE CALLED WHAT AH MARKET THEY CALL HONGLIM BUT FANGLINGGONGYUAN
/mnt/d/IMDA_TIL/audio_part3/3181-1748.wav,BUT ONE WEEKEND SATURDAY I MET A FRIEND THEN HE SAY EH
/mnt/d/IMDA_TIL/audio_part3/3181-1753.wav,I KNOW THE LAKSA IS FAMOUS CHICKEN CHICKEN CURRYMEE IS FAMOUS BUT I EATEN SO MANY TIMES ALREADY
/mnt/d/IMDA_TIL/audio_part3/3181-176.wav,AH CORRECT ITS WRITTEN IN BLACK COLOUR THEN THE BIG B IS CAPITAL B
/mnt/d/IMDA_TIL/audio_part3/3181-1762.wav,UH I HAVENT TRY TOAPAYOH THERE IS ONE FRIED KWAYTEOW MY FRIEND STAY THERE I DONT KNOW WHETHER SHE IS STILL THERE SHE STILL STAY THERE ANOT I LONG TIME NEVER CONTACT HER
/mnt/d/IMDA_TIL/audio_part3/3181-1767.wav,THE TWO STALLS SIDE BY SIDE THEY ARE BROTHERS
/mnt/d/IMDA_TIL/audio_part3/3181-1768.wav,BUT GOT ONE STALL LONG QUEUE THE OTHER STALL VERY QUIET NO BUSINESS
/mnt/d/IMDA_TIL/audio_part3/3181-1769.wav,THEN MY FRIEND INSISTS THAT I MUST TRY THAT ONE LOR K LOR THEN I TRY LOR WAH NOT BAD VERY NICE VERY FRAGRANT
/mnt/d/IMDA_TIL/audio_part3/3181-1772.wav,HOW CAN THE TWO BROTHER SIDE BY SIDE ONE FRIED SELLING FRIED KWAY TEOW SELLING THE SAME THING
/mnt/d/IMDA_TIL/audio_part3/3181-1773.wav,I DIDNT TRY THE BR THE OTHER ONE NO NOBODY ONE ESPECIALLY LONG QUEUE ONE MEANS NICE RIGHT
/mnt/d/IMDA_TIL/audio_part3/3181-1775.wav,I THINK YA I EVER TRY THE BROTHER ONE DAY I WENT THERE I HAVE DONT HAVE MUCH TIME THEN I SEE WAH THE QUEUE SO LONG
/mnt/d/IMDA_TIL/audio_part3/3181-1780.wav,LEFT WITH WHAT ONLY EGG AND THEN THEY SOMETIMES ONLY GIVE ONE THIN SLICE OF UH FISHCAKE THATS ALL
/mnt/d/IMDA_TIL/audio_part3/3181-1784.wav,NO HE STILL GIVE ME THE SAME ONE
/mnt/d/IMDA_TIL/audio_part3/3181-1788.wav,AFTER THAT WHEN HE WANT TO COLLECT MONEY RIGHT
/mnt/d/IMDA_TIL/audio_part3/3181-1789.wav,UH AFTER YOU FINISHED EATING THEN YOU THEY THEY COLLECT MONEY FROM YOU
/mnt/d/IMDA_TIL/audio_part3/3181-1792.wav,HE LESS ONE DOLLAR LEH FOR ME
/mnt/d/IMDA_TIL/audio_part3/3181-1794.wav,PPL SINGAPORE DONT HAVE AH YOU PAY SAME PRICE THREE DOLLAR BUT
/mnt/d/IMDA_TIL/audio_part3/3181-1795.wav,MINE WITHOUT COCKLES BUT NOTHING EXTRA LEH THEN I SEE THE FRIEND MY MY PORTION AND MY FRIEND ONE HOW COME HERS AND MINE
/mnt/d/IMDA_TIL/audio_part3/3181-18.wav,UM NO ONE DIFFERENT
/mnt/d/IMDA_TIL/audio_part3/3181-1805.wav,DURING YOUR MY POLY DAY ONE DAY THEY COME AND CHECK
/mnt/d/IMDA_TIL/audio_part3/3181-1807.wav,BUT THE JAB ONLY LAST TEN YEARS
/mnt/d/IMDA_TIL/audio_part3/3181-1809.wav,I I DID THE JAB BUT TEN YEARS PASS ALREADY NO MORE
/mnt/d/IMDA_TIL/audio_part3/3181-1812.wav,THEN ONE DAY MY FRIEND INVITE ME TO HER CHURCH
/mnt/d/IMDA_TIL/audio_part3/3181-1828.wav,DONE ALREADY AH THEY JUST FRIED VERY FAST ONE OR TWO TIME OKAY DONE
/mnt/d/IMDA_TIL/audio_part3/3181-1829.wav,THE BEST WAY TO EAT A COCKLES IS HALF DONE OR
/mnt/d/IMDA_TIL/audio_part3/3181-1839.wav,THIS IS THE MOST UH ROTTEN FOOD THEY CAN YOU YOU YOU YOU BRING HOME
/mnt/d/IMDA_TIL/audio_part3/3181-1845.wav,EAT EAT FRIED KWAYTEOW ALSO NO COCKLES GOT ONE TIME AH
/mnt/d/IMDA_TIL/audio_part3/3181-1848.wav,FRIED ALREADY WITH COCKLES AH SO MUCH YOU KNOW THEN I SAY ALAMAK IM ALONE IF
/mnt/d/IMDA_TIL/audio_part3/3181-1851.wav,PPL WHY YOU SO CLEVER AH TEN PIECES OF COCKLES EH HE SO GENEROUS EH GIVE ME TEN
/mnt/d/IMDA_TIL/audio_part3/3181-1852.wav,HAN NAH ALL SMALL ONE LAH ALL SHRINK LAH I THINK HE COOK VERY THOROUGHLY ALL SHRINK ALREADY VERY TINY
/mnt/d/IMDA_TIL/audio_part3/3181-1853.wav,SMALL BECAUSE YOU KNOW WHY COCKLES AH BIG ONE VERY EXPENSIVE
/mnt/d/IMDA_TIL/audio_part3/3181-1855.wav,TWO DOLLAR FIFTY CENT PER KILO
/mnt/d/IMDA_TIL/audio_part3/3181-1856.wav,COOK ONE MORE EXPENSIVE AH I THINK YOU GO TO
/mnt/d/IMDA_TIL/audio_part3/3181-1863.wav,THE MAN AH GO TO ONE CORNER STRAIGHTAWAY OPEN EAT OPEN EAT PPL I SAY HUH
/mnt/d/IMDA_TIL/audio_part3/3181-1868.wav,THE PERSON ONE PLATE OF UH I THINK LIKE THAT LAH COCKLES AH I THINK
/mnt/d/IMDA_TIL/audio_part3/3181-1880.wav,PORK BELLY VERY FATTENING ONE YA A LOT OF FATS AH YA
/mnt/d/IMDA_TIL/audio_part3/3181-1882.wav,PORK BELLY LAH BECAUSE FATTEN UH FAT LAH A LOT OF FAT UH OKAY
/mnt/d/IMDA_TIL/audio_part3/3181-1886.wav,THEN I SAY UH GIVE ME THE SHE ASK ME TO TRY SHE COOK ONE
